qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
3606,348,153,5,17,17,01:22.0,01:22.0,NULL
3607,348,155,15,23,18,01:22.2,,NULL
3608,348,10,166,24,19,01:24.1,,NULL
3609,348,5,205,19,20,01:24.1,,NULL
3610,348,15,205,18,21,01:24.2,,NULL
3611,348,810,166,25,22,01:25.1,,NULL
3612,348,811,164,21,23,01:26.4,,NULL
3613,348,29,164,20,24,01:26.5,,NULL
3614,349,17,9,6,1,01:57.4,01:47.3,01:45.8
3615,349,1,1,2,2,01:56.7,01:46.2,01:45.9
3616,349,9,4,11,3,01:56.0,01:47.3,01:46.1
3617,349,20,9,5,4,01:58.5,01:47.2,01:46.1
3618,349,18,1,1,5,01:58.0,01:46.8,01:46.2
3619,349,13,6,7,6,01:58.3,01:47.3,01:46.3
3620,349,22,3,9,7,01:55.8,01:47.8,01:46.6
3621,349,16,10,14,8,01:58.7,01:47.3,01:46.7
3622,349,807,3,10,9,01:55.4,01:47.8,01:47.1
3623,349,4,6,8,10,01:57.0,01:47.5,01:47.4
3624,349,30,131,3,11,01:56.3,01:47.9,NULL
3625,349,3,131,4,12,01:54.8,01:47.9,NULL
3626,349,153,5,17,13,01:58.9,01:48.3,NULL
3627,349,24,10,15,14,02:01.1,01:48.7,NULL
3628,349,67,5,16,15,02:00.4,01:49.2,NULL
3629,349,5,205,19,16,02:01.3,01:51.0,NULL
3630,349,10,166,24,17,02:01.3,01:52.0,NULL
3631,349,15,205,18,18,02:01.5,,NULL
3632,349,155,15,23,19,02:02.3,,NULL
3633,349,811,164,21,20,02:03.6,,NULL
3634,349,29,164,20,21,02:03.9,,NULL
3635,349,37,15,22,22,02:05.3,,NULL
3636,349,810,166,25,23,02:18.8,,NULL
3637,349,808,4,12,24,,,NULL
3638,350,4,6,8,1,01:22.6,01:22.3,01:22.0
3639,350,18,1,1,2,01:23.1,01:22.4,01:22.1
3640,350,13,6,7,3,01:22.4,01:22.6,01:22.3
3641,350,17,9,6,4,01:23.4,01:22.7,01:22.4
3642,350,1,1,2,5,01:22.8,01:22.4,01:22.6
3643,350,20,9,5,6,01:23.2,01:22.7,01:22.7
3644,350,3,131,4,7,01:23.5,01:23.1,01:23.0
3645,350,807,3,10,8,01:23.5,01:23.0,01:23.0
3646,350,9,4,11,9,01:23.2,01:22.9,01:23.0
3647,350,22,3,9,10,01:23.7,01:23.1,01:23.3
3648,350,16,10,14,11,01:23.5,01:23.2,NULL
3649,350,30,131,3,12,01:23.8,01:23.4,NULL
3650,350,155,15,23,13,01:24.3,01:23.7,NULL
3651,350,67,5,16,14,01:23.7,01:23.7,NULL
3652,350,808,4,12,15,01:24.1,01:23.8,NULL
3653,350,153,5,17,16,01:24.1,01:23.9,NULL
3654,350,37,15,22,17,01:24.4,01:24.0,NULL
3655,350,15,205,18,18,01:25.5,,NULL
3656,350,5,205,19,19,01:25.7,,NULL
3657,350,24,10,15,20,01:25.8,,NULL
3658,350,10,166,24,21,01:25.9,,NULL
3659,350,810,166,25,22,01:26.0,,NULL
3660,350,811,164,21,23,01:26.8,,NULL
3661,350,29,164,20,24,01:27.0,,NULL
3662,351,4,6,8,1,01:46.5,01:45.8,01:45.4
3663,351,20,9,5,2,01:47.0,01:45.6,01:45.5
3664,351,1,1,2,3,01:48.3,01:46.0,01:45.6
3665,351,18,1,1,4,01:48.0,01:46.5,01:45.9
3666,351,17,9,6,5,01:47.1,01:45.9,01:46.0
3667,351,22,3,9,6,01:48.2,01:47.0,01:46.2
3668,351,3,131,4,7,01:48.6,01:46.8,01:46.4
3669,351,9,4,11,8,01:47.7,01:46.9,01:46.6
3670,351,30,131,3,9,01:48.4,01:47.2,01:46.7
3671,351,155,15,23,10,01:48.9,01:47.6,01:47.9
3672,351,153,5,17,11,01:48.1,01:47.7,NULL
3673,351,807,3,10,12,01:48.0,01:47.7,NULL
3674,351,808,4,12,13,01:48.9,01:48.2,NULL
3675,351,67,5,16,14,01:49.1,01:48.5,NULL
3676,351,2,15,22,15,01:48.7,01:48.6,NULL
3677,351,16,10,14,16,01:48.5,01:48.9,NULL
3678,351,24,10,15,17,01:49.0,01:49.0,NULL
3679,351,10,166,24,18,01:50.3,,NULL
3680,351,5,205,19,19,01:50.9,,NULL
3681,351,810,166,25,20,01:51.1,,NULL
3682,351,15,205,18,21,01:51.6,,NULL
3683,351,32,164,20,22,01:52.9,,NULL
3684,351,811,164,21,23,01:54.2,,NULL
3685,351,13,6,7,24,,,NULL
3686,352,20,9,5,1,01:32.0,01:31.2,01:30.8
3687,352,17,9,6,2,01:32.5,01:31.2,01:30.9
3688,352,1,1,2,3,01:32.8,01:31.5,01:31.2
3689,352,9,4,11,4,01:32.8,01:32.0,01:31.2
3690,352,4,6,8,5,01:32.6,01:31.8,01:31.4
3691,352,18,1,1,6,01:32.6,01:31.8,01:31.4
3692,352,3,131,4,7,01:32.2,01:31.9,01:31.5
3693,352,22,3,9,8,01:32.4,01:31.9,01:31.5
3694,352,807,3,10,9,01:32.2,01:31.9,01:31.6
3695,352,30,131,3,10,01:32.5,01:32.1,01:31.8
3696,352,2,15,22,11,01:33.0,01:32.2,NULL
3697,352,13,6,7,12,01:32.7,01:32.3,NULL
3698,352,808,4,12,13,01:32.8,01:32.4,NULL
3699,352,155,15,23,14,01:32.8,01:32.4,NULL
3700,352,16,10,14,15,01:33.2,01:32.7,NULL
3701,352,153,5,17,16,01:33.5,01:33.1,NULL
3702,352,24,10,15,17,01:33.2,01:33.2,NULL
3703,352,67,5,16,18,01:33.6,,NULL
3704,352,15,205,18,19,01:35.3,,NULL
3705,352,5,205,19,20,01:35.5,,NULL
3706,352,810,166,25,21,01:36.3,,NULL
3707,352,10,166,24,22,01:36.3,,NULL
3708,352,811,164,21,23,01:37.3,,NULL
3709,352,29,164,20,24,01:37.4,,NULL
3710,353,20,9,5,1,01:37.1,01:36.1,01:35.6
3711,353,17,9,6,2,01:37.4,01:36.0,01:35.7
3712,353,4,6,8,3,01:37.1,01:36.3,01:35.8
3713,353,1,1,2,4,01:37.1,01:36.2,01:36.1
3714,353,3,131,4,5,01:37.7,01:36.8,01:36.5
3715,353,13,6,7,6,01:37.5,01:36.2,01:36.6
3716,353,18,1,1,7,01:38.1,01:37.1,01:36.7
3717,353,9,4,11,8,01:37.7,01:37.2,01:36.8
3718,353,30,131,3,9,01:38.0,01:37.1,01:37.0
3719,353,22,3,9,10,01:38.3,01:37.5,01:37.0
3720,353,807,3,10,11,01:38.1,01:37.6,NULL
3721,353,155,15,23,12,01:38.4,01:37.6,NULL
3722,353,2,15,22,13,01:38.2,01:37.7,NULL
3723,353,16,10,14,14,01:38.6,01:37.8,NULL
3724,353,808,4,12,15,01:38.2,01:37.8,NULL
3725,353,153,5,17,16,01:38.6,01:37.9,NULL
3726,353,67,5,16,17,01:38.6,01:38.6,NULL
3727,353,24,10,15,18,01:39.0,,NULL
3728,353,15,205,18,19,01:40.5,,NULL
3729,353,10,166,24,20,01:40.7,,NULL
3730,353,5,205,19,21,01:41.8,,NULL
3731,353,810,166,25,22,01:42.3,,NULL
3732,353,29,164,20,23,01:42.4,,NULL
3733,353,811,164,21,24,01:43.3,,NULL
3734,354,807,3,10,1,01:20.0,01:19.1,01:14.5
3735,354,20,9,5,2,01:19.2,01:18.7,01:15.5
3736,354,17,9,6,3,01:19.0,01:18.5,01:15.6
3737,354,1,1,2,4,01:19.9,01:18.9,01:15.7
3738,354,4,6,8,5,01:19.0,01:19.0,01:16.0
3739,354,22,3,9,6,01:19.8,01:18.9,01:16.2
3740,354,9,4,11,7,01:19.2,01:18.9,01:16.6
3741,354,30,131,3,8,01:19.9,01:18.9,01:16.9
3742,354,13,6,7,9,01:19.8,01:19.2,01:17.1
3743,354,808,4,12,10,01:20.2,01:19.2,01:17.7
3744,354,18,1,1,11,01:19.9,01:19.3,NULL
3745,354,155,15,23,12,01:19.7,01:19.4,NULL
3746,354,3,131,4,13,01:20.2,01:19.5,NULL
3747,354,153,5,17,14,01:20.2,01:19.6,NULL
3748,354,67,5,16,15,01:20.1,01:19.8,NULL
3749,354,2,15,22,16,01:20.2,01:19.9,NULL
3750,354,24,10,15,17,01:20.6,01:20.4,NULL
3751,354,16,10,14,18,01:20.8,,NULL
3752,354,10,166,24,19,01:22.1,,NULL
3753,354,15,205,18,20,01:22.3,,NULL
3754,354,5,205,19,21,01:22.4,,NULL
3755,354,810,166,25,22,01:22.8,,NULL
3756,354,32,164,20,23,01:23.1,,NULL
3757,354,811,164,21,24,01:23.8,,NULL
3758,355,20,9,5,1,01:40.3,01:39.9,01:39.4
3759,355,1,1,2,2,01:40.3,01:40.1,01:39.4
3760,355,4,6,8,3,01:40.2,01:40.3,01:39.8
3761,355,18,1,1,4,01:40.9,01:40.0,01:39.8
3762,355,17,9,6,5,01:40.7,01:40.1,01:39.9
3763,355,13,6,7,6,01:40.9,01:40.3,01:40.2
3764,355,22,3,9,7,01:40.9,01:40.5,01:40.2
3765,355,30,131,3,8,01:41.2,01:40.5,01:40.5
3766,355,3,131,4,9,01:40.2,01:40.1,01:40.6
3767,355,808,4,12,10,01:41.0,01:40.7,01:40.9
3768,355,9,4,11,11,01:41.3,01:40.8,NULL
3769,355,155,15,23,12,01:41.0,01:40.8,NULL
3770,355,16,10,14,13,01:41.5,01:40.9,NULL
3771,355,2,15,22,14,01:41.4,01:41.1,NULL
3772,355,807,3,10,15,01:41.0,01:41.4,NULL
3773,355,24,10,15,16,01:41.7,01:41.6,NULL
3774,355,153,5,17,17,01:41.7,01:41.7,NULL
3775,355,67,5,16,18,01:41.8,,NULL
3776,355,15,205,18,19,01:43.5,,NULL
3777,355,5,205,19,20,01:43.7,,NULL
3778,355,10,166,24,21,01:44.1,,NULL
3779,355,810,166,25,22,01:44.5,,NULL
3780,355,811,164,21,23,01:45.1,,NULL
3781,355,32,164,20,24,01:45.3,,NULL
3782,108,30,6,1,1,01:27.2,,NULL
3783,108,22,6,2,2,01:27.4,,NULL
3784,108,31,3,3,3,01:28.1,,NULL
3785,108,49,15,10,4,01:28.3,,NULL
3786,108,44,7,20,5,01:28.3,,NULL
3787,108,35,16,16,6,01:28.4,,NULL
3788,108,2,15,9,7,01:28.5,,NULL
3789,108,18,16,17,8,01:28.7,,NULL
3790,108,23,3,4,9,01:28.8,,NULL
3791,108,4,4,8,10,01:28.9,,NULL
3792,108,14,1,5,11,01:29.1,,NULL
3793,108,15,4,7,12,01:29.1,,NULL
3794,108,21,17,11,13,01:29.3,,NULL
3795,108,17,19,14,14,01:29.4,,NULL
3796,108,8,1,6,15,01:29.5,,NULL
3797,108,43,7,21,16,01:29.5,,NULL
3798,108,52,17,12,17,01:31.2,,NULL
3799,108,42,19,15,18,01:31.7,,NULL
3800,108,51,18,18,19,,,NULL
3801,108,50,18,19,20,,,NULL
3802,110,22,6,2,1,01:13.8,,NULL
3803,110,14,1,5,2,01:13.8,,NULL
3804,110,17,19,14,3,01:13.9,,NULL
3805,110,8,1,6,4,01:13.9,,NULL
3806,110,15,4,7,5,01:14.0,,NULL
3807,110,23,3,4,6,01:14.1,,NULL
3808,110,30,6,1,7,01:14.1,,NULL
3809,110,21,17,11,8,01:14.2,,NULL
3810,110,31,3,3,9,01:14.2,,NULL
3811,110,4,4,8,10,01:14.4,,NULL
3812,110,18,16,17,11,01:14.5,,NULL
3813,110,2,15,9,12,01:14.6,,NULL
3814,110,35,16,16,13,01:14.7,,NULL
3815,110,49,15,10,14,01:14.8,,NULL
3816,110,44,7,20,15,01:14.8,,NULL
3817,110,52,17,12,16,01:15.2,,NULL
3818,110,42,19,15,17,01:15.3,,NULL
3819,110,43,7,21,18,01:15.6,,NULL
3820,110,50,18,19,19,01:16.5,,NULL
3821,110,51,18,18,20,01:16.6,,NULL
3822,111,30,6,1,1,01:22.3,,NULL
3823,111,23,3,4,2,01:22.3,,NULL
3824,111,22,6,2,3,01:22.6,,NULL
3825,111,31,3,3,4,01:22.8,,NULL
3826,111,17,19,14,5,01:23.0,,NULL
3827,111,8,1,6,6,01:23.1,,NULL
3828,111,35,16,16,7,01:23.2,,NULL
3829,111,4,4,8,8,01:23.2,,NULL
3830,111,18,16,17,9,01:23.4,,NULL
3831,111,44,7,20,10,01:23.5,,NULL
3832,111,2,15,9,11,01:23.7,,NULL
3833,111,14,1,5,12,01:23.8,,NULL
3834,111,43,7,21,13,01:23.8,,NULL
3835,111,49,15,10,14,01:23.9,,NULL
3836,111,42,19,15,15,01:24.1,,NULL
3837,111,15,4,7,16,01:24.2,,NULL
3838,111,21,17,11,17,01:24.3,,NULL
3839,111,51,18,18,18,01:25.8,,NULL
3840,111,52,17,12,19,01:26.4,,NULL
3841,111,50,18,19,20,,,NULL
3842,112,30,6,1,1,01:17.8,,NULL
3843,112,22,6,2,2,01:18.0,,NULL
3844,112,4,4,8,3,01:18.2,,NULL
3845,112,15,4,7,4,01:18.6,,NULL
3846,112,18,16,17,5,01:18.7,,NULL
3847,112,44,7,20,6,01:18.8,,NULL
3848,112,23,3,4,7,01:19.0,,NULL
3849,112,14,1,5,8,01:19.1,,NULL
3850,112,31,3,3,9,01:19.4,,NULL
3851,112,49,15,10,10,01:19.4,,NULL
3852,112,35,16,16,11,01:19.6,,NULL
3853,112,17,19,14,12,01:19.6,,NULL
3854,112,43,7,21,13,01:19.6,,NULL
3855,112,2,15,9,14,01:19.6,,NULL
3856,112,52,17,12,15,01:20.2,,NULL
3857,112,42,19,15,16,01:20.3,,NULL
3858,112,21,17,11,17,01:21.0,,NULL
3859,112,51,18,18,18,01:22.1,,NULL
3860,112,50,18,19,19,01:22.2,,NULL
3861,112,8,1,6,20,,,NULL
3862,113,30,6,1,1,01:09.1,,NULL
3863,113,8,1,6,2,01:09.2,,NULL
3864,113,31,3,3,3,01:09.4,,NULL
3865,113,2,15,9,4,01:09.7,,NULL
3866,113,22,6,2,5,01:09.8,,NULL
3867,113,15,4,7,6,01:09.9,,NULL
3868,113,18,16,17,7,01:09.9,,NULL
3869,113,42,19,15,8,01:10.0,,NULL
3870,113,21,17,11,9,01:10.1,,NULL
3871,113,23,3,4,10,01:10.3,,NULL
3872,113,44,7,20,11,01:10.4,,NULL
3873,113,35,16,16,12,01:10.6,,NULL
3874,113,43,7,21,13,01:10.8,,NULL
3875,113,14,1,5,14,01:10.9,,NULL
3876,113,49,15,10,15,01:11.3,,NULL
3877,113,52,17,12,16,01:11.5,,NULL
3878,113,17,19,14,17,01:11.7,,NULL
3879,113,51,18,18,18,01:14.5,,NULL
3880,113,4,4,8,19,01:20.1,,NULL
3881,113,50,18,19,20,,,NULL
3882,114,23,3,4,1,01:15.3,,
3883,114,8,1,6,2,01:15.3,,
3884,114,31,3,3,3,01:15.4,,
3885,114,15,4,7,4,01:15.5,,
3886,114,30,6,1,5,01:15.6,,
3887,114,14,1,5,6,01:15.7,,
3888,114,22,6,2,7,01:15.8,,
3889,114,4,4,8,8,01:15.9,,
3890,114,17,19,14,9,01:16.2,,
3891,114,43,7,21,10,01:16.7,,
3892,114,35,16,16,11,01:16.8,,
3893,114,21,17,11,12,01:17.0,,
3894,114,42,19,15,13,01:17.1,,
3895,114,2,15,9,14,01:17.2,,
3896,114,49,15,10,15,01:17.4,,
3897,114,52,17,12,16,01:17.5,,
3898,114,44,7,20,17,01:17.5,,
3899,114,50,18,19,18,01:18.7,,
3900,114,51,18,18,19,01:20.1,,
3901,115,23,3,4,1,01:15.5,,NULL
3902,115,31,3,3,2,01:15.9,,NULL
3903,115,30,6,1,3,01:16.0,,NULL
3904,115,4,4,8,4,01:16.0,,NULL
3905,115,22,6,2,5,01:16.1,,NULL
3906,115,17,19,14,6,01:16.2,,NULL
3907,115,44,7,20,7,01:16.6,,NULL
3908,115,15,4,7,8,01:16.7,,NULL
3909,115,43,7,21,9,01:16.8,,NULL
3910,115,49,15,10,10,01:16.9,,NULL
3911,115,14,1,5,11,01:17.0,,NULL
3912,115,2,15,9,12,01:17.1,,NULL
3913,115,42,19,15,13,01:17.3,,NULL
3914,115,35,16,16,14,01:17.3,,NULL
3915,115,50,18,19,15,01:18.0,,NULL
3916,115,21,17,11,16,01:18.0,,NULL
3917,115,18,16,17,17,01:18.2,,NULL
3918,115,51,18,18,18,01:18.6,,NULL
3919,115,52,17,12,19,01:18.7,,NULL
3920,115,8,1,6,20,,,NULL
3921,116,8,1,6,1,01:31.5,,NULL
3922,116,30,6,1,2,01:31.6,,NULL
3923,116,23,3,4,3,01:31.6,,NULL
3924,116,31,3,3,4,01:31.8,,NULL
3925,116,22,6,2,5,01:31.8,,NULL
3926,116,15,4,7,6,01:32.0,,NULL
3927,116,44,7,20,7,01:32.4,,NULL
3928,116,4,4,8,8,01:32.4,,NULL
3929,116,14,1,5,9,01:32.7,,NULL
3930,116,43,7,21,10,01:32.9,,NULL
3931,116,17,19,14,11,01:33.1,,NULL
3932,116,18,16,17,12,01:33.4,,NULL
3933,116,21,17,11,13,01:33.6,,NULL
3934,116,52,17,12,14,01:33.8,,NULL
3935,116,49,15,10,15,01:34.0,,NULL
3936,116,42,19,15,16,01:34.2,,NULL
3937,116,35,16,16,17,01:34.6,,NULL
3938,116,50,18,19,18,01:36.3,,NULL
3939,116,51,18,18,19,01:36.5,,NULL
3940,116,2,15,9,20,,,NULL
3941,117,23,3,4,1,01:15.0,,NULL
3942,117,31,3,3,2,01:15.1,,NULL
3943,117,30,6,1,3,01:15.5,,NULL
3944,117,8,1,6,4,01:15.5,,NULL
3945,117,14,1,5,5,01:15.6,,NULL
3946,117,15,4,7,6,01:16.0,,NULL
3947,117,4,4,8,7,01:16.1,,NULL
3948,117,22,6,2,8,01:16.2,,NULL
3949,117,17,19,14,9,01:16.3,,NULL
3950,117,44,7,20,10,01:16.3,,NULL
3951,117,42,19,15,11,01:17.0,,NULL
3952,117,35,16,16,12,01:17.0,,NULL
3953,117,43,7,21,13,01:17.1,,NULL
3954,117,18,16,17,14,01:17.1,,NULL
3955,117,2,15,9,15,01:17.4,,NULL
3956,117,49,15,10,16,01:17.6,,NULL
3957,117,21,17,11,17,01:18.4,,NULL
3958,117,52,17,12,18,01:18.5,,NULL
3959,117,50,18,19,19,01:18.7,,NULL
3960,117,51,18,18,20,01:19.6,,NULL
3961,118,22,6,2,1,01:21.2,,NULL
3962,118,15,4,7,2,01:21.4,,NULL
3963,118,8,1,6,3,01:21.7,,NULL
3964,118,23,3,4,4,01:21.7,,NULL
3965,118,30,6,1,5,01:21.9,,NULL
3966,118,43,7,21,6,01:22.1,,NULL
3967,118,31,3,3,7,01:22.2,,NULL
3968,118,4,4,8,8,01:22.4,,NULL
3969,118,35,16,16,9,01:22.6,,NULL
3970,118,42,19,15,10,01:22.6,,NULL
3971,118,17,19,14,11,01:22.6,,NULL
3972,118,14,1,5,12,01:22.8,,NULL
3973,118,44,7,20,13,01:23.0,,NULL
3974,118,49,15,10,14,01:23.2,,NULL
3975,118,21,17,11,15,01:23.6,,NULL
3976,118,2,15,9,16,01:23.8,,NULL
3977,118,52,17,12,17,01:24.4,,NULL
3978,118,51,18,18,18,01:25.5,,NULL
3979,118,50,18,19,19,01:25.8,,NULL
3980,118,18,16,17,20,,,NULL
3981,119,31,3,3,1,01:15.2,,NULL
3982,119,23,3,4,2,01:15.2,,NULL
3983,119,22,6,2,3,01:15.5,,NULL
3984,119,15,4,7,4,01:15.7,,NULL
3985,119,8,1,6,5,01:15.9,,NULL
3986,119,30,6,1,6,01:15.9,,NULL
3987,119,44,7,20,7,01:16.0,,NULL
3988,119,4,4,8,8,01:16.5,,NULL
3989,119,43,7,21,9,01:16.5,,NULL
3990,119,14,1,5,10,01:16.7,,NULL
3991,119,17,19,14,11,01:16.8,,NULL
3992,119,21,17,11,12,01:16.8,,NULL
3993,119,35,16,16,13,01:17.1,,NULL
3994,119,49,15,10,14,01:17.2,,NULL
3995,119,2,15,9,15,01:17.6,,NULL
3996,119,51,19,15,16,01:18.0,,NULL
3997,119,18,16,17,17,01:18.1,,NULL
3998,119,52,17,12,18,01:18.3,,NULL
3999,119,50,18,19,19,01:19.0,,NULL
4000,119,53,18,18,20,01:19.2,,NULL
4001,120,4,4,8,1,01:21.7,,NULL
4002,120,23,3,4,2,01:21.9,,NULL
4003,120,17,19,14,3,01:22.0,,NULL
4004,120,31,3,3,4,01:22.2,,NULL
4005,120,22,6,2,5,01:22.2,,NULL
4006,120,15,4,7,6,01:22.6,,NULL
4007,120,8,1,6,7,01:22.7,,NULL
4008,120,30,6,1,8,01:22.8,,NULL
4009,120,14,1,5,9,01:23.1,,NULL
4010,120,44,7,20,10,01:23.4,,NULL
4011,120,2,15,9,11,01:23.6,,NULL
4012,120,51,19,15,12,01:23.7,,NULL
4013,120,21,17,11,13,01:23.7,,NULL
4014,120,18,16,17,14,01:23.8,,NULL
4015,120,43,7,21,15,01:24.0,,NULL
4016,120,35,16,16,16,01:24.1,,NULL
4017,120,49,15,10,17,01:24.6,,NULL
4018,120,50,18,19,18,01:26.4,,NULL
4019,120,47,17,12,19,01:26.7,,NULL
4020,120,53,18,18,20,01:28.9,,NULL
4021,121,30,6,1,1,01:21.0,,NULL
4022,121,31,3,3,2,01:21.0,,NULL
4023,121,22,6,2,3,01:21.2,,NULL
4024,121,8,1,6,4,01:21.5,,NULL
4025,121,48,3,4,5,01:21.8,,NULL
4026,121,15,4,7,6,01:21.9,,NULL
4027,121,18,16,17,7,01:22.3,,NULL
4028,121,14,1,5,8,01:22.5,,NULL
4029,121,44,7,20,9,01:22.5,,NULL
4030,121,35,16,16,10,01:22.7,,NULL
4031,121,17,19,14,11,01:22.8,,NULL
4032,121,43,7,21,12,01:22.9,,NULL
4033,121,21,17,11,13,01:23.0,,NULL
4034,121,49,15,10,14,01:23.2,,NULL
4035,121,51,19,15,15,01:23.5,,NULL
4036,121,2,15,9,16,01:23.8,,NULL
4037,121,50,18,19,17,01:25.1,,NULL
4038,121,47,17,12,18,01:25.9,,NULL
4039,121,53,18,18,19,01:26.8,,NULL
4040,121,4,4,8,20,01:40.4,,NULL
4041,122,8,1,6,1,01:11.7,,NULL
4042,122,22,6,2,2,01:11.8,,NULL
4043,122,44,7,20,3,01:11.9,,NULL
4044,122,31,3,3,4,01:11.9,,NULL
4045,122,23,3,4,5,01:12.1,,NULL
4046,122,4,4,8,6,01:12.1,,NULL
4047,122,30,6,1,7,01:12.2,,NULL
4048,122,14,1,5,8,01:12.3,,NULL
4049,122,43,7,21,9,01:12.3,,NULL
4050,122,15,4,7,10,01:12.6,,NULL
4051,122,18,16,17,11,01:12.7,,NULL
4052,122,35,16,16,12,01:13.0,,NULL
4053,122,2,15,9,13,01:13.1,,NULL
4054,122,17,19,14,14,01:13.3,,NULL
4055,122,49,15,10,15,01:13.4,,NULL
4056,122,51,19,15,16,01:13.6,,NULL
4057,122,21,17,11,17,01:13.8,,NULL
4058,122,52,17,12,18,01:14.0,,NULL
4059,122,50,18,19,19,01:15.4,,NULL
4060,122,53,18,18,20,01:15.6,,NULL
4061,123,22,6,2,1,01:31.7,,NULL
4062,123,31,3,3,2,01:32.4,,NULL
4063,123,43,7,21,3,01:32.4,,NULL
4064,123,44,7,20,4,01:32.9,,NULL
4065,123,4,4,8,5,01:33.0,,NULL
4066,123,17,19,14,6,01:33.1,,NULL
4067,123,14,1,5,7,01:33.1,,NULL
4068,123,8,1,6,8,01:33.3,,NULL
4069,123,18,16,17,9,01:33.5,,NULL
4070,123,51,19,15,10,01:33.6,,NULL
4071,123,2,15,9,11,01:33.6,,NULL
4072,123,49,15,10,12,01:33.9,,NULL
4073,123,11,16,16,13,01:33.9,,NULL
4074,123,30,6,1,14,01:34.3,,NULL
4075,123,52,17,12,15,01:34.8,,NULL
4076,123,21,17,11,16,01:34.9,,NULL
4077,123,50,18,19,17,01:35.0,,NULL
4078,123,53,18,18,18,01:37.2,,NULL
4079,123,23,3,4,19,,,NULL
4080,123,15,4,7,20,,,NULL
4081,90,30,6,1,1,01:24.4,,NULL
4082,90,22,6,2,2,01:24.5,,NULL
4083,90,31,3,3,3,01:25.0,,NULL
4084,90,18,16,9,4,01:25.0,,NULL
4085,90,4,4,8,5,01:25.7,,NULL
4086,90,17,19,14,6,01:25.8,,NULL
4087,90,11,16,10,7,01:25.9,,NULL
4088,90,23,3,4,8,01:25.9,,NULL
4089,90,15,4,7,9,01:26.3,,NULL
4090,90,8,1,6,10,01:26.3,,NULL
4091,90,13,15,12,11,01:27.1,,NULL
4092,90,14,1,5,12,01:27.3,,NULL
4093,90,43,7,16,13,01:27.8,,NULL
4094,90,21,15,11,14,01:27.8,,NULL
4095,90,2,17,18,15,01:28.2,,NULL
4096,90,45,17,19,16,01:30.1,,NULL
4097,90,47,18,21,17,01:30.7,,NULL
4098,90,44,7,17,18,,,NULL
4099,90,32,19,15,19,,,NULL
4100,90,46,18,20,20,,,NULL
4101,91,30,6,1,1,01:33.1,,NULL
4102,91,17,19,14,2,01:33.7,,NULL
4103,91,22,6,2,3,01:33.8,,NULL
4104,91,31,3,3,4,01:34.1,,NULL
4105,91,8,1,6,5,01:34.2,,NULL
4106,91,18,16,9,6,01:34.2,,NULL
4107,91,23,3,4,7,01:34.2,,NULL
4108,91,15,4,7,8,01:34.4,,NULL
4109,91,14,1,5,9,01:34.6,,NULL
4110,91,43,7,16,10,01:34.9,,NULL
4111,91,13,15,12,11,01:35.0,,NULL
4112,91,21,15,11,12,01:35.1,,NULL
4113,91,32,19,15,13,01:35.2,,NULL
4114,91,44,7,17,14,01:35.6,,NULL
4115,91,2,17,18,15,01:36.6,,NULL
4116,91,46,18,20,16,01:38.6,,NULL
4117,91,47,18,21,17,01:39.3,,NULL
4118,91,45,17,19,18,01:39.9,,NULL
4119,91,4,4,8,19,,,NULL
4120,91,11,16,10,20,,,NULL
4121,92,30,6,1,1,01:30.1,,NULL
4122,92,22,6,2,2,01:30.5,,NULL
4123,92,31,3,3,3,01:30.6,,NULL
4124,92,23,3,4,4,01:30.6,,NULL
4125,92,11,16,10,5,01:30.8,,NULL
4126,92,18,16,9,6,01:30.9,,NULL
4127,92,15,4,7,7,01:31.0,,NULL
4128,92,44,7,17,8,01:31.7,,NULL
4129,92,43,7,16,9,01:31.7,,NULL
4130,92,14,1,5,10,01:31.7,,NULL
4131,92,21,15,11,11,01:31.7,,NULL
4132,92,32,19,15,12,01:32.3,,NULL
4133,92,13,15,12,13,01:32.5,,NULL
4134,92,17,19,14,14,01:32.6,,NULL
4135,92,2,17,18,15,01:33.5,,NULL
4136,92,45,17,19,16,01:34.1,,NULL
4137,92,4,4,8,17,01:34.1,,NULL
4138,92,46,18,20,18,01:34.6,,NULL
4139,92,47,18,21,19,01:35.8,,NULL
4140,92,8,1,6,20,,,NULL
4141,93,18,16,9,1,01:19.8,,NULL
4142,93,30,6,1,2,01:20.0,,NULL
4143,93,31,3,3,3,01:20.2,,NULL
4144,93,22,6,2,4,01:20.5,,NULL
4145,93,23,3,4,5,01:20.5,,NULL
4146,93,4,4,8,6,01:20.9,,NULL
4147,93,11,16,10,7,01:20.9,,NULL
4148,93,17,19,14,8,01:20.9,,NULL
4149,93,15,4,7,9,01:21.0,,NULL
4150,93,43,7,16,10,01:21.1,,NULL
4151,93,14,1,5,11,01:21.1,,NULL
4152,93,13,15,12,12,01:21.5,,NULL
4153,93,44,7,17,13,01:21.6,,NULL
4154,93,32,19,15,14,01:21.9,,NULL
4155,93,45,17,19,15,01:23.4,,NULL
4156,93,2,17,18,16,01:23.5,,NULL
4157,93,46,18,20,17,01:26.9,,NULL
4158,93,47,18,21,18,01:46.3,,NULL
4159,93,21,15,11,19,,,NULL
4160,93,8,1,6,20,,,NULL
4161,94,30,6,1,1,01:15.0,,NULL
4162,94,31,3,3,2,01:15.6,,NULL
